"Postaja","Glob_sevanje_max","Glob_sevanje_mean","Hitrost_vetra_max","Hitrost_vetra_mean","Hitrost_vetra_min","Sunki_vetra_max","Sunki_vetra_mean","Sunki_vetra_min","Padavine_mean","Padavine_sum","Pritisk_max","Pritisk_mean","Pritisk_min","Vlaga_max","Vlaga_mean","Vlaga_min","Temperatura_Krvavec_max","Temperatura_Krvavec_mean","Temperatura_Krvavec_min","Temperatura_lokacija_max","Temperatura_lokacija_mean","Temperatura_lokacija_min","O3","Mesec","Predviden_O3"
"725","Koper",6,0.75,5.3,4.4625,3.2,13.4,11.4125,8.6,0,0,1019.3,1017.1625,1015.2,48.3,43.7375,37.5,-8.4,-8.8375,-9.3,4.5,4.0875,3.7,78.65,"2",75.4833333333333
"455","Koper",77,15.875,1.8,1.2875,0.4,2.8,2.1875,1,0,0,1008.1,1006.9625,1006.3,78.6,75.1,69.8,5.9,4.3,3.9,16.9,15.55,14.6,72.3,"4",101.9
"1594","Ljubljana",2,0.25,0.7,0.4875,0.1,2.8,1.9875,1.4,0,0,978.1,976.1375,974.6,82.5,78.45,74.8,0.3,-0.15,-1,8.8,8.1375,7.6,60.65,"1",50.3833333333333
"1362","Ljubljana",348,77.25,0.8,0.4875,0.1,2.2,1.5125,1,0,0,985.5,985.2,984.9,91.3,81.875,69.1,10.5,9.3625,7.9,16.1,13.275,11.5,106,"4",105.466666666667
"1710","Ljubljana",441,78.375,1.3,0.8,0.5,2.8,2.3,1.9,0,0,980.5,979.8875,979.5,99.3,97.0875,88.2,0.7,0.425,0.2,8.1,6.7375,6.3,95.05,"5",94.55
"1153","Koper",377,65,3.6,2,1.3,7.8,5.2625,2.9,0,0,1013.8,1013.225,1012.8,58.6,50.3125,40.9,13.7,12.475,11.8,27.4,25.275,24,109.7,"9",90.2333333333333
"873","Koper",513,110.625,3.8,2.65,1.4,9.3,6.175,3.6,0,0,1019.6,1018.0625,1016.8,45.1,39.85,34.7,7.3,6.5375,5.8,24.6,22.8125,21.6,130.6,"7",128.6
"1019","Koper",233,56.625,3.5,2.2875,1,6.9,4.9875,2.2,0.025,0.2,1013.9,1013.5125,1013.1,68.6,63.05,56.8,-5.9,-6.7125,-7.2,11.5,8.8375,8,103.1,"4",110.366666666667
"1975","Ljubljana",67,8.75,1.4,0.95,0.3,3.8,2.35,1,0,0,986.9,983.625,980.1,99.4,98.175,97.1,-4.6,-5.3875,-6.1,4.2,3.725,3.4,86.45,"3",79.3
"338","Koper",1,0.125,2.4,1.125,0.6,4.2,2.1375,1.2,0,0,1024.5,1023.4875,1022.8,95.3,92.1125,87.3,-0.3,-0.425,-0.6,10,9.7,9.5,89.6,"12",37.6166666666667
"1725","Ljubljana",282,61.5,1.4,0.8375,0.3,2.9,2.025,1.1,0,0,976.7,976.25,976.1,97.1,93.7125,85.9,6.8,4.9125,4.3,15.3,13.6625,13.1,95.3,"5",94.7
"525","Koper",592,120,2.5,1.8,0.8,3.8,2.975,2.2,0,0,1008,1007.7,1007.4,83.6,74.9,59.4,7.4,6.0875,5.5,21,16.8625,14.9,109.2,"7",103.3
"175","Koper",473,102.25,2.1,1.2375,0.8,4.1,2.8375,1.8,0,0,1015.4,1014.5625,1014.1,65.6,58.6625,41.8,13.6,11.0875,10.2,28.5,23.275,21.2,175.8,"7",137.083333333333
"719","Koper",8,1,1.3,0.875,0.3,2.9,2.0375,0.8,0.0375,0.3,987.6,987.35,986.8,81.4,75.7375,70.3,-6.8,-7.025,-7.2,6.1,5.4375,5,70.2,"2",75.9166666666667
"2352","Ljubljana",379,77,1.2,0.6375,0.2,2.2,1.4125,0.6,0,0,987.6,987.3125,987.2,91.5,86.725,79.2,13.4,10.45,9.1,17.4,15.625,14.4,109.55,"8",94.6
"2387","Ljubljana",221,36.5,3.4,0.95,0,6.1,2.0625,0,0,0,986.2,985.425,985,91.3,85.3125,73.1,11.8,10.2625,7.1,16.5,12.9875,11.1,123.25,"9",105.766666666667
"2288","Ljubljana",183,36.5,2.3,1.0125,0.3,5,2.5125,1.2,1.2125,7.6,982.8,981.6125,981.1,92.6,90.3,88,7.3,6.6,5.9,15.4,14.5625,14.1,71.15,"6",85.75
"62","Koper",14.9,1.975,1.7,1.2,0.6,3.4,2.525,1.5,0.15,1.5,1019,1017.1375,1015.8,89.3,80.0625,68.4,-0.6,-1.525,-2.9,10.8,10.325,9.6,96.15,"3",105.35
"1982","Ljubljana",164,23.125,1,0.575,0.3,2.1,1.3375,0.7,0,0,992.6,992.4125,992.2,89.4,84.7375,78.4,0.5,-1.1875,-2.9,1.1,-0.375,-1.3,98.45,"3",93.1833333333333
"2266","Ljubljana",447,101.875,1.7,0.8375,0.3,3,2.0625,1.1,0,0,977,976.1,975.5,77.2,68.1375,57.5,11.1,9.8125,8.8,19.8,17.6625,16.2,105.05,"5",115.666666666667
"1402","Ljubljana",282,58.125,0.9,0.5875,0.5,2.3,1.7,1.3,0,0.7,979.3,978.6125,978.3,98.7,97.35,90.5,9.3,8.55,8.1,14.9,13.4,13,122.25,"6",97.4666666666667
"1477","Ljubljana",39,11,1.9,0.8125,0.4,4.1,2,1.3,0.175,1.4,977.4,976.675,976,98.1,96.5375,95,9.3,8.425,7.8,16,15.25,14.8,52,"8",94.1333333333333
"2062","Ljubljana",416,83.5,0.3,0.075,0,1.6,0.7875,0,0,0,984.5,983.925,983.5,97.8,94.275,84.6,10.2,7.875,7.1,16.1,13.7875,12.6,126.35,"6",121.55
"1987","Ljubljana",21,3.625,1.2,0.775,0.3,2.4,1.675,0.8,0,0,992.5,990.8,990,83.7,76.1125,67.8,-4.6,-5.55,-6.6,5.1,3.2,1.8,78.9,"3",83.15
"2335","Ljubljana",431,99.325,1.2,0.775,0.5,2.3,1.725,1.2,0,0,990,989.2875,988.9,86.8,78.9125,64.9,11.4,9.6,8.4,18.4,15.525,13.6,109.65,"8",100.55
"623","Koper",46,6,2.4,1.475,0.6,5.1,3.075,1.8,0.025,0.2,1015.4,1013.825,1012.9,90.4,86.6375,83.9,8.7,8.0875,7.7,20.1,19.7375,19.2,82.7,"10",78.3666666666667
"598","Koper",357,54.25,3,2.3,1.6,4.8,3.725,2.7,0,0,1022.2,1021.4125,1021.1,82.2,78.1625,63.9,3.9,3.2,2.9,15.1,11.3875,10.3,94.2,"9",91.15
"1086","Koper",490,107.75,3.6,2.6625,1.6,8.3,6.075,4.3,0,0,1019.7,1018.85,1018.1,39.7,38,35.9,9.2,7.7875,7,25.1,23.2875,22.4,86.1,"7",128.683333333333
"2293","Ljubljana",368.8,98.275,1,0.5125,0.2,2.3,1.5125,0.8,0,0,980.1,979.2,978.8,88.6,82.7125,72.8,16.7,15.775,15.1,25.2,22.8625,21.5,88.05,"6",87.15
"369","Koper",0,0,4.8,1.8375,0.8,6.1,3.625,1.7,1.15,9.2,1012.7,1010.225,1007.5,91.3,87.4375,81.3,-2.7,-3.6625,-4.4,9.8,8.3,6.6,61.85,"1",42.25
"86","Koper",164,25.25,2.7,1.6375,1.1,4.4,3.1875,2.1,0.5,2.7,1004.7,1003.9375,1003.4,95.4,94.55,92.8,-0.1,-0.1125,-0.2,10.5,9.05,8.5,94.1,"3",104.166666666667
"2396","Ljubljana",65,11,0,0,0,0,0,0,0.025,0.2,986.9,986.025,985.6,90.2,87.3125,83.4,-0.4,-0.6875,-1,8.9,8.2125,7.8,68.1,"10",51.8333333333333
"2086","Ljubljana",534,106.625,0.4,0.0625,0,2.2,0.6625,0,0,0,989.6,989.45,989.3,99.9,95.0875,84.6,8.2,4.85,4,13.7,10.8625,9.1,104.2,"6",96.5666666666667
"2253","Ljubljana",66,12.625,1.2,0.6375,0.1,4.8,1.9875,0.8,2.425,18.1,977.4,975.9375,975.3,94,92.6875,89.8,1.9,1.2625,0.6,11.2,10.9,10.7,80.25,"5",77.15
"88","Koper",41.5,6.9375,3.1,2.075,1.3,6.9,4.7625,3.1,0.025,0.2,1005.7,1004.25,1003.3,69.3,61.65,56.6,-6.1,-6.625,-7.2,8.4,7.6125,6.8,98.6,"4",94.15
"2263","Ljubljana",405,121.875,0.9,0.625,0.4,2.6,1.825,1.2,0,0,981.6,980.3875,979.3,84.8,75.775,66.7,11.5,10.275,9.4,17.9,14.65,12.9,109.9,"5",105.6
"1592","Ljubljana",3,0.375,2.5,1.05,0.6,5.6,2.875,1.8,0,0,987.6,986.2,985.3,94.8,88.3625,77.6,0,-0.3,-0.4,9.1,5.2875,2.5,44.55,"1",47.3666666666667
"1418","Ljubljana",257,62.75,1.6,1.075,0.1,3.6,2.575,0.8,0.025,0.2,989.8,989.5625,989.4,94.6,87.1125,73.9,3.7,2.5875,1.9,13.8,12.6875,12.3,82.85,"6",105.733333333333
"2130","Ljubljana",373,77,0.3,0.075,0,1.5,0.775,0,0,0,979.2,978.6,978.3,87.9,80.8,69.6,19.7,15.975,15,22.2,20.425,19,168.95,"8",139.516666666667
"2450","Ljubljana",15,1.875,1.1,0.8125,0.6,3.5,2.3125,1.7,0,0,979,977.525,976.5,87,86.25,84.8,3.6,3.1125,2.5,-1.9,-2.275,-2.5,14.6,"12",35.25
"94","Koper",307,67.125,2.2,1.55,0.9,3.4,2.7125,2.2,0,0,1027.2,1026.3125,1025.5,86.3,82.1625,73.7,2.9,1.4125,1,12.8,10.1,8.7,116.4,"4",108.533333333333
"2171","Ljubljana",8,1,3.4,2.425,1.6,7.8,5.7,3.6,0,0,984.7,983.425,982.5,76.6,73.3625,67.3,8.2,6.075,-1.2,9.2,8.0125,6.8,75.6,"2",56.4166666666667
"1105","Koper",377,83.625,2.4,1.8375,0.7,3.8,2.925,1.4,0,0,1015.3,1014.7125,1014,71.1,61.9875,48.5,16.2,14.725,13.8,27.7,23.0625,21.4,154.6,"7",126.35
"802","Koper",454,87.875,2.1,1.425,0.7,3.5,2.625,1.6,0,0,1018.6,1018.1125,1017.7,87.5,82.6125,66.2,5.6,3.525,2.5,16.6,12.3125,10.7,119.45,"4",132.416666666667
"868","Koper",455,98.875,2,1.35,0.3,3,2.3,1,0,0,1019.5,1019.0375,1018.6,76.8,72.2125,66.6,17.5,15.7875,15,27,24.8,23.3,149.45,"7",167.916666666667
"831","Koper",496,110.625,2.3,1.8125,0.9,3.8,2.9625,1.5,0,0,1017,1016.775,1016.5,84.4,78.3125,67.4,11.3,7.725,6.2,18.3,14.4,12.5,132.15,"5",105.266666666667
"1347","Ljubljana",380,74.625,1.8,0.9375,0.6,3,2.1125,1.6,0,0,991.5,991.225,991,80.8,71.65,60.9,4,2.7375,2.2,14.3,11.3125,9.3,117.5,"4",105.666666666667
"232","Koper",252,43.375,2.4,1.6125,0.6,3.5,2.775,1.3,0,0,1019.1,1018.825,1018.7,68.3,64.775,57.6,12,11.2875,11.1,23.6,20.35,19.2,115.95,"9",118.25
"1465","Ljubljana",145,28.75,1.3,1.1,0.8,2.9,2.4625,2.1,0,0,989.2,988.475,987.9,98.7,96.0375,89.6,9.4,7.0875,6.2,13.8,13.05,12.7,101.55,"8",118.733333333333
"351","Koper",1,0.125,1.8,1.0125,0.7,2.8,2.05,1.4,0,0,1017.7,1015.6875,1013.2,94.3,91.425,82.4,1.3,0.825,0.6,11.6,10.8875,10.2,59.6,"1",65.7333333333333
"2031","Ljubljana",194,36.25,1.7,0.5625,0,3.1,1.6125,0,0,0,969,967.775,967.1,88.4,83.8125,77.2,5.3,4.1,3.7,14.1,13.1875,12.9,67.5,"4",117.2
"1183","Koper",228,33,2.5,1.625,0.8,5.6,3.9125,1.7,0.0125,0.1,1019.7,1019.2625,1018.9,70.7,60.975,48.6,-0.4,-0.6875,-1,14.8,13.0125,12.4,68,"10",68.4666666666667
"1928","Ljubljana",9,1.125,1,0.7625,0.6,2.2,1.8,1.4,0,0,991.6,991.45,991.3,97.6,93.0125,90.6,2.9,-0.6375,-3.1,-1.1,-1.375,-1.7,73.05,"1",52.3833333333333
"1560","Ljubljana",15,1.875,1,0.6,0.2,3.1,2.2875,1.5,0,0,997.8,996.25,994.8,93.4,91.4125,90.2,3.9,2.875,2.4,1,0.625,0.1,12.7,"12",20.0833333333333
"137","Koper",215.7,33.725,3.9,2.7,1.7,7.2,5.1,3,1.95,15.6,1003.4,1002.6625,1002.1,82.2,75.5375,67.7,2.2,2.0375,1.8,14.9,13.95,12.8,95.45,"5",118.633333333333
"1256","Koper",2,0.25,2.3,1.975,1.4,3.4,3.0125,2.1,0,0,1030.4,1029.9125,1029.5,78,73.75,68.4,7.3,6.5875,5.7,4,2.775,1.9,64.75,"12",65.45
"1706","Ljubljana",477,107.125,1.3,0.6125,0.2,2.7,2,1.4,0,0,983,982.65,982.4,91.9,84.7875,71.4,9.7,6.3,5,14.3,10.65,8.6,122.2,"5",110
"276","Koper",16.3,2.575,1,0.6875,0.4,2.2,1.5375,0.9,0,0,1023,1022.375,1022,84.3,82.8625,81.4,7.9,7.3,7.1,18.1,17.8,17.6,81.85,"10",97.9833333333333
"415","Koper",70,10,3.6,2.85,2.2,9.6,7.6125,4.8,0,0,1023.9,1022.1625,1021.3,44.8,42.825,39.1,-1.6,-2.5625,-3.7,12.2,11.2875,10.5,109.9,"3",101.933333333333
"1221","Koper",7,0.875,1.6,1.275,0.9,2.8,2.1375,1.6,0,0,1023,1021.8875,1021.3,82.2,80.7,79.3,6.7,4.0875,-2.5,8.4,7.325,6.3,77.25,"11",64.9833333333333
"1178","Koper",220,33.5,2.9,2.3375,1.8,4.7,3.65,2.9,0,0,1022.2,1021.575,1021.2,74.4,71.55,60,3,2.55,2,14.4,11.425,10.6,84.9,"10",101.116666666667
"1253","Koper",4,0.5,2.4,1.9125,1.6,3.6,3.1375,2.7,0,0,1030.5,1029.9375,1029.3,90.7,87.6375,82.7,-3,-4.5375,-5.1,2.4,1.8,1.4,55.45,"12",51.65
"1595","Ljubljana",1,0.125,1,0.75,0.3,3.1,2.3,1.5,0,0,974.9,973.0375,971.8,97.4,96.825,96.4,-1.3,-2.15,-2.8,7.6,6.5625,6.1,16.35,"1",52.85
"2196","Ljubljana",234,36.625,0.8,0.4625,0.2,1.4,1.125,0.6,0,0,986.8,985.325,984.5,89.8,85.9375,79.5,0.8,-0.2875,-1.2,2.1,0.5125,-0.5,84.7,"3",62.6333333333333
"156","Koper",463,105.5,2.1,1.6,0.8,3.5,2.5,1.4,0,0,1016.1,1015.825,1015.4,75.4,70.8,59.1,18.6,15.475,14.5,26.6,23.4375,21.9,149.05,"6",156.616666666667
"1808","Ljubljana",165,26.75,1.1,0.625,0.4,2.4,1.75,1,0.0375,0.3,980.5,980.1375,980,95.3,91.775,86.4,10.2,10.0375,9.8,18.3,16.775,16.3,50.1,"9",54.5
"1018","Koper",158,33.75,6.3,4.4375,3.2,11.8,8.0125,5.3,0,0,1005.8,1004.9625,1004.5,69.7,66.3375,61.5,-0.3,-0.725,-1.1,15.4,14.0375,13.2,112.8,"4",101.716666666667
"1363","Ljubljana",350,77.375,1.1,0.65,0.2,2,1.575,1.3,0,0,986.3,985.8625,985.6,90.9,85.425,76,10.1,8.8125,8.1,15.5,13.0125,11.8,114.45,"5",103.216666666667
"1864","Ljubljana",16,2.125,0.6,0.4,0.2,1.8,1.2,0.8,0,0,980.4,979.7625,979.3,95.8,94.6375,93.7,4.3,3.9625,3.7,10,9.8,9.7,39.5,"11",45.9166666666667
"2404","Ljubljana",83,12.875,1.1,0.5875,0.1,2.1,1.4875,0.7,0,0,990.7,990.3,989.9,98,96.2125,94.1,6.9,6.275,5.7,10.7,9.7375,8.8,44.9,"10",34.5666666666667
"1474","Ljubljana",166.8,36.675,4.2,1.9125,0.3,9.9,4.5,1.1,1.8125,13.5,981.6,980.75,980.1,94.7,89.0375,61.6,10.4,9.1,8.1,20,16.725,15.9,123.85,"8",115.65
"1262","Koper",3,0.375,3,1.95,1,4.7,3.5375,2.1,0,0,1034.5,1034.0125,1033.4,61.4,51.025,40.6,-3.1,-4.175,-5,4.5,2.825,2,81.3,"12",46.05
"1813","Ljubljana",140,23,0.3,0.175,0,1.6,0.95,0,0,0,982.8,982.3625,982.1,99.2,97.7125,95.9,13.2,11.7,11.2,15.6,14.975,14.7,107.4,"9",79.7333333333333
"1700","Ljubljana",215,41,1,0.5375,0.2,2.3,1.7625,1.3,0,0,974.6,974.275,974,98.2,95.8875,90.5,4.1,3.775,3.2,12.2,10.5875,9.9,98.6,"5",103.816666666667
"1172","Koper",228,36.75,2.7,1.7625,0.6,4.5,3.125,1.3,0,0,1029,1028.375,1028.1,71.1,64.8125,55.5,8.6,6.5375,5.4,18.3,15.575,13.6,122.8,"9",116.283333333333
"2385","Ljubljana",244,41,0.7,0.2875,0.1,1.4,1.125,0.7,0,0,995.1,994.55,994.3,93.2,90.3375,86.9,8.6,6.5375,5.4,10.5,8.9875,7.8,99.15,"9",101.316666666667
"490","Koper",518,114.25,2.5,1.7625,0.5,3.8,2.975,1.1,0,0,1017.6,1017.3125,1016.8,83.8,74.0875,48.1,5.7,4.7375,3.9,20.4,15.0625,12.4,124.75,"6",104.916666666667
"1771","Ljubljana",67,13.125,1,0.6375,0.2,2.6,1.7375,1.2,0.1625,1.3,978.2,977.875,977.5,96.6,95.8,94.7,11.2,11,10.7,18.2,17.7125,17.4,103.6,"7",97.2166666666667
"1522","Ljubljana",42,6.375,1.1,0.725,0.3,2.6,1.7125,0.9,0,0,988,987.3125,986.9,99.7,99.4375,99,4,3.575,3,9.2,8.3,7.8,28.6,"10",65.5666666666667
"503","Koper",491,111.25,2.7,1.2375,0.5,4.2,2.225,1.3,0,0,1015.1,1014.3875,1014.1,62.8,58.15,43.3,11,8.05,7.2,23,19.8875,18.4,161.3,"6",125.95
"27","Koper",3.3,0.4125,1.5,1.0125,0.7,3.1,2.175,1.3,0,0,1022,1021.35,1020.7,85.6,80.15,78.4,5.2,4.125,3.1,6.6,6.2125,5.9,50.55,"1",69.55
"1870","Ljubljana",9,1.125,0.9,0.5,0.3,2,1.275,0.9,0,0.3,979.3,978.5125,978,92.1,90.6875,87.8,3.1,2.725,2.3,10.4,10.0875,9.9,26.7,"11",23.95
"1927","Ljubljana",9,1.125,2.9,1.3625,0.8,6,3.2625,2.1,0,0,990.7,990.3,989.9,93,91.175,89.6,-4.3,-6.4625,-7.5,1.2,0.4,-0.5,48.9,"1",51.3166666666667
"1628","Ljubljana",21,2.625,1.6,0.825,0,3.2,1.875,0,0,1.3,984.6,982.4125,980.7,95.6,93.775,92.9,2.2,1.7875,1.4,3.6,3.3125,3.1,40.3,"2",49.6333333333333
"164","Koper",504,109.75,2.6,1.775,0.6,6.3,3.65,2.3,0,0,1018.6,1018.1,1017.7,57,48.625,33.6,6,4.25,3.4,21.3,17.8875,16.6,132.3,"6",102.233333333333
"1041","Koper",119,28.25,2.6,1.4375,1,6.6,4.275,2,0,0,1015,1013.275,1012.1,86,67.4125,54.1,4.5,3.95,3.2,17.9,16.0875,14.4,108.25,"5",120.033333333333
"950","Koper",44,5.5,2.2,1.625,1,4.9,2.8375,1.8,0,0,1015,1013.1375,1012.3,92.9,91.25,84.9,-0.6,-1.125,-1.4,9.1,7.7375,6.8,87.2,"2",55.6833333333333
"1551","Ljubljana",7.9,0.9875,1.2,0.65,0.2,2.8,1.7875,0.6,0,0,991,989.725,989.2,93.2,87.95,83.5,-5,-5.675,-6.5,2.2,0.7,-1.3,57.35,"12",34.2666666666667
"391","Koper",46,5.75,2.2,1.6,1.1,3.3,2.625,2.1,0,0,1017.1,1016.325,1015.8,81.7,79.4125,77.3,-4.1,-4.4625,-4.8,7.2,6.275,5.6,78.65,"2",78.75
"1097","Koper",187,51.25,3.9,3.1625,2.5,10.2,8.5625,7.3,0,0,1016.7,1015.1375,1014.2,41,38.425,35.8,6.1,5.3,4.6,22,21.1875,20.7,78.1,"7",118
"449","Koper",141,30,2.3,1.225,0.7,3.5,2.2,1.5,0,8.2,1008.2,1007.5125,1007.1,90.7,88.8,85.1,2.4,1.9625,1.7,14.3,12.5,11.7,84.7,"4",93.9833333333333
"1662","Ljubljana",56,10.125,1.7,0.6625,0.2,3.3,2.2,1.2,0,0,977,975.7875,975.2,94.2,91.5625,86.6,-4.7,-5.0875,-5.5,4.5,3.675,3.2,66.05,"3",66.9666666666667
"943","Koper",3,0.375,2.7,2.2625,1.5,8.2,4.9375,3.1,0.225,7.7,1009.3,1007.8875,1006.9,84.6,76.2125,71.3,-5.7,-6.3125,-6.5,7.8,7.175,6.5,83.4,"2",81.1333333333333
"104","Koper",428,86.125,2.5,1.65,0.4,3.7,2.8,1.3,0,0,1029.5,1028.3625,1027.8,77.8,72.775,64.5,5.3,3.8875,3.3,15.1,11.225,9.7,127.45,"4",126.533333333333
"414","Koper",129,18.375,3.6,2.4125,1.6,10.4,7.25,4.7,0,0,1026.2,1025,1024.4,49.3,47.0875,41.6,-1.5,-2.5125,-3.6,12.2,11.9625,11.5,100.3,"3",97
"229","Koper",328,60.125,2.4,1.575,0.6,3.5,2.6125,1.3,0,0,1020.3,1018.8375,1018.1,82.8,78.775,64.6,12.5,10.8125,10.2,23.6,19.9875,18.7,114.2,"9",115.05
"699","Koper",2,0.25,1.5,1.0875,0.6,2.9,2.1125,1.5,0,0,1021.8,1020.55,1019.6,84.5,81.4625,78.4,4.9,3.75,2.7,8.4,7.7875,7.3,33.85,"1",56.3
"2027","Ljubljana",92,22.375,2,0.85,0.2,3.6,2.2125,1.5,0,0,981.7,980.6875,980.2,80.6,73.7375,63.8,2.8,2.075,1.8,13.4,11.8875,11.1,112.8,"4",122.55
"1487","Ljubljana",309,57.25,1,0.5125,0.1,2.1,1.45,0.7,0,0,984.5,983.3375,982.6,94.8,88.15,79.3,11.3,10.4875,10,18.2,16.2125,14.5,124.1,"9",98.7333333333333
"838","Koper",486,107.125,1.8,1.425,1.1,3,2.5875,2.1,0,0,1021,1020.85,1020.7,61.5,55.25,45.3,13.9,11.525,10.5,27.1,24.4625,21.9,155.1,"6",151.433333333333
"1973","Ljubljana",81,11,0.9,0.575,0.4,1.7,1.3875,1,0,0,983.6,982.275,981.5,93.1,92.0125,90.6,-4,-4.9375,-6.1,1.5,1.3375,1.2,91.85,"3",71.0666666666667
"1954","Ljubljana",19,2.375,0.8,0.55,0.3,1.8,1.4875,0.9,0,0,987.4,985.7625,985,95,91.4625,87.6,-1.5,-2.2875,-3.7,-1.9,-3.4,-4.5,37.2,"2",73.2833333333333
"263","Koper",66.6,11.4,2.2,1.7,1.4,3.4,3.025,2.8,0,0,1021,1019.8375,1019.3,90.6,89.3875,88.1,6.2,5.7875,5,14.9,14.3875,13.8,80.7,"10",77.5666666666667
"589","Koper",286,49.75,2,1.525,0.8,4.6,2.9125,1.6,0,0,1016.4,1016.1875,1016,82.1,75.2875,57.2,7.4,5.8875,4.8,20.8,17.0125,15.3,78.5,"9",107.916666666667
"1996","Ljubljana",173,26.125,0.8,0.425,0.1,1.8,1.35,0.9,0,0,980.3,979.5625,979.1,89.8,84.65,75.2,-1.1,-2,-3.2,5,2.9375,1.6,115.3,"3",106.283333333333
"1366","Ljubljana",425,93.125,1.4,0.8125,0.6,4.1,2.3875,1.4,0,0,981.4,980.1875,979.4,90,82.5875,69.7,8.3,7.275,6.8,16.8,13.9375,12.2,90.45,"5",97.9166666666667
"1289","Ljubljana",9,1.125,2.1,1.7125,1.4,5.5,4.35,2.9,0,0,973.9,972.075,970.8,80.7,76.1875,72.6,-6.1,-6.9875,-8.4,1.3,0.4625,-0.5,61.2,"1",36.45
"2303","Ljubljana",508,128.375,1.1,0.525,0.1,3.2,1.55,0.6,0,0,985.2,984.3625,983.8,90.1,82.3375,65.2,14.6,12.575,11.3,19.6,16.4,14.4,122.2,"7",88.45
"2248","Ljubljana",74,21.75,1.2,0.725,0.2,3.3,1.9375,1.1,0,0,982.9,981.85,981.1,78.7,73.075,59.4,4.7,4.1,3.6,13.7,12.525,11.8,94.6,"5",108.283333333333
"68","Koper",38,5.625,1.3,0.8125,0.5,2.1,1.45,0.9,0.2375,1.9,999.9,998.925,998.4,91.8,88.3,82.1,-1.2,-1.45,-1.8,10.5,9.925,9.6,78.9,"3",80.5666666666667
"1963","Ljubljana",26.6,3.325,1,0.5375,0.2,2.1,1.3125,0.7,0,0,1001.8,999.9,998.5,92.7,89.3,85.3,0.2,-2.0125,-3.8,-2.1,-3.35,-4.3,62.15,"2",74.5
"2104","Ljubljana",445,109.125,0.8,0.275,0,2.5,1.4875,0,0,0,984,983.65,983.2,88.6,79.2125,66.9,18.6,16.5875,15.2,24.8,22.4375,21,144.75,"7",133.2
"1061","Koper",119,28,3.4,1.7125,0.8,6.3,3.0875,1.9,0,0,1012.8,1012.0125,1011.4,76.1,74.8625,72.8,8.9,8.1375,7.4,21.1,20.0875,19.4,98.05,"6",130.333333333333
"778","Koper",297,50.375,2.2,1.25,0.7,3.3,2.4,1.7,0,0,1008.6,1007.0125,1005.7,84.8,80.275,73.5,0.1,-1.125,-2.2,15,12.7,10.7,102.65,"4",110.466666666667
"985","Koper",126,21.125,2.2,1.5375,0.9,3.6,2.6,1.5,0,0,1017.8,1016.825,1016.3,66,63.025,55.4,-4.6,-5.525,-6.3,9.9,8.9125,8.2,95.1,"3",93.2833333333333
"368","Koper",1,0.125,2.3,1.2625,0.7,3.9,2.3875,1.8,0,0,1015.4,1014.675,1014.2,89.3,87.7,85.6,-1.4,-1.775,-2.3,9.1,8.6375,8.1,39.65,"1",53.9166666666667
"348","Koper",0,0,1.1,0.8125,0.4,1.8,1.5625,0.9,0.35,2.4,1019.4,1018.45,1017.8,96,95.1875,93.8,-0.2,-0.3625,-0.9,10,9.525,9.1,34,"1",55.2333333333333
"66","Koper",17.5,2.375,3.1,1.975,1.2,7.8,4.5375,2.8,1.1375,6.8,1001.8,1000,999,93.2,90.1375,86.8,0.3,0.0125,-0.1,11.9,11.45,11,85.8,"3",68.9833333333333
"851","Koper",530,124.375,3.8,2.3,1.4,7.4,5.525,4.1,0,0,1017.2,1016.8375,1016.6,38.4,35.7125,30.7,7.3,4.3625,3.1,21.9,19.3875,18.2,138.5,"6",118
"957","Koper",22,2.75,3.8,2.3375,0.6,9.4,5.475,1.1,0,0,1010.7,1009.15,1008.3,88.3,69.6,53.8,-3.7,-5.3,-7.1,8.9,8.25,7.9,67.05,"2",75.3833333333333
"2209","Ljubljana",175,32.25,3.1,1.5625,0.5,7.1,3.65,1.8,0.0125,0.1,983.1,982.475,982,83.6,78.35,72.2,2.5,2.275,1.8,13.8,12,10.9,87.3,"3",78.5
"2384","Ljubljana",144,23.375,0.7,0.1875,0,2,0.9875,0.4,0,0,989.6,988.6875,988.3,92.9,89.3875,86.4,6.7,5.725,5.2,12.6,11.575,10.2,101.55,"9",103.216666666667
"1048","Koper",496,110.75,2.2,1.3625,0.5,3.3,2.3,1,0,0,1017.3,1016.5625,1016.1,80.6,75.05,65.9,11.1,10.05,9.4,19.9,16.75,15,155.35,"5",121.6
"1930","Ljubljana",4,0.5,1.2,0.6875,0.3,2.1,1.6625,1,0,0,986.9,986.1625,985.5,99.9,98.0375,94.9,-3.1,-3.8875,-4.5,2.5,0.9375,0,6.75,"1",64.3166666666667
"1678","Ljubljana",147,24.875,2.8,1.9,1.1,6.2,4.6375,2.5,0,0,985.3,984.3375,983.7,75.2,73.6875,69.3,-0.3,-0.9625,-1.4,9.2,8.05,7.3,61.3,"4",98.3
"1321","Ljubljana",78,11.25,1.3,0.65,0.1,2.6,1.7625,0.7,0,0,962.6,962.025,961.6,97.3,96.5875,95.2,-1.9,-2.15,-2.3,6.3,5.5375,5,41.3,"3",39.7
"861","Koper",521,113,2.4,1.6125,1.1,3.7,3.0625,2.4,0,0,1016.7,1016.2125,1015.8,86.2,80.425,70.1,10.5,9.1625,8.5,22.7,19.5125,17.5,131.35,"6",138.083333333333
