"Postaja","Glob_sevanje_max","Glob_sevanje_mean","Hitrost_vetra_max","Hitrost_vetra_mean","Hitrost_vetra_min","Sunki_vetra_max","Sunki_vetra_mean","Sunki_vetra_min","Padavine_mean","Padavine_sum","Pritisk_max","Pritisk_mean","Pritisk_min","Vlaga_max","Vlaga_mean","Vlaga_min","Temperatura_Krvavec_max","Temperatura_Krvavec_mean","Temperatura_Krvavec_min","Temperatura_lokacija_max","Temperatura_lokacija_mean","Temperatura_lokacija_min","O3","Mesec","Predviden_O3"
"1215","Koper",27,3.375,2.6,1.4875,0.8,4.3,3.0125,2.2,0,0,1013.3,1011.875,1010.5,89,87.2625,82.3,-1.5,-2.7125,-3.8,8.3,7.8,7.2,66.6,"11",62.5
"1219","Koper",49,6.125,3.7,2.6,1.6,10.4,6.5375,3.3,0,0,1031.3,1030.75,1030.3,68.8,55.1375,46.7,-9.2,-9.75,-10.4,4.9,3.575,1.5,67.8,"11",59.05
"1230","Koper",1,0.125,1.9,1.05,0.3,3.1,1.975,1,0.5125,4.1,1015.9,1014.9875,1014.4,91.4,89.375,87.1,4,3.5875,3.3,13.7,13.4,12.9,55.6,"11",60.05
"1236","Koper",5,0.625,2.6,2.1875,1.9,4,3.4625,3,0,0,1016.8,1014.8125,1013.3,88.7,81.5375,76.1,3.6,3.1125,2.5,6.7,5.175,3.1,40.55,"12",55.95
"1237","Koper",3,0.375,1.7,1.3625,0.9,2.8,2.325,1.8,0,0,1020.7,1019.7625,1019.2,81.4,72.35,61.9,-4.7,-5.7,-6.4,6.7,5.075,3.7,60.6,"12",48.6166666666667
"1238","Koper",8,1,1.6,1.4,1.1,3.1,2.3125,1.9,0,0,1025.2,1024.7625,1024.6,73.8,70.425,64.8,-3.1,-4.325,-5.6,6.5,5.9375,5.4,58.3,"12",48.3333333333333
"1242","Koper",6,0.75,2.2,1.75,1.1,4.1,3.125,2.3,0,0,1036.6,1036.175,1035.8,79.3,77.7625,76.4,6,4.5125,3.2,2.7,1.9375,1.3,60.2,"12",58.2833333333333
"1248","Koper",2,0.25,2.5,1.5375,0.7,4.1,2.825,1.5,0,0,1028,1026.9125,1026.3,88.3,85.45,82,2,0.8875,-0.3,7.1,5.6875,4.7,47.1,"12",50.65
"1260","Koper",3,0.375,2.2,1.7375,1.3,3.9,3.225,2.6,0,0,1028.2,1027.425,1026.5,82.2,80.75,78.3,6.6,5.875,4.9,4.6,3.9875,3.4,39.45,"12",54.05
"1261","Koper",2,0.25,2.6,1.7375,1.1,4.3,3.3125,2.5,0,0,1028.2,1026.9,1026.2,80.7,79.6875,78.2,4,1.0125,-2,4.9,4.4125,4,76.9,"12",45.65
"1269","Ljubljana",6,0.75,1.3,1,0.5,4.5,2.85,1.3,0,0,987.3,985.775,985,95.6,94.2625,93.3,3.5,2.9875,2.4,0.9,0.5875,0.3,62.45,"1",20.3166666666667
"1273","Ljubljana",7,0.875,1.1,0.7375,0.3,2.4,1.775,0.9,0,0,987.5,987,986.5,86,83.475,81.2,1.6,1.35,1.1,2.3,2.0625,1.7,5,"1",46.4166666666667
"1275","Ljubljana",3,0.375,1.4,0.7875,0.5,2.9,1.8,1.3,0,0,973.4,972.7625,972.1,97,95.4875,93.4,-3.7,-4.1,-4.3,1.3,0.075,-1,28.85,"1",32.4666666666667
"1276","Ljubljana",4,0.5,2.5,1.925,1.6,5.4,4.5375,3.4,0,0,982.6,981.6125,980.8,78.1,68.825,60,-7.7,-8.35,-9.1,1.9,0.55,-0.5,57.4,"1",23.1
"1277","Ljubljana",1,0.125,1.3,0.7875,0.3,2.6,1.7875,1.4,0,0.9,981.1,980.45,980,77.1,72.75,69.6,-5.3,-5.75,-6.3,0.7,0.5375,0.4,37,"1",40.5666666666667
"1284","Ljubljana",2,0.25,1.8,0.6625,0.1,3.4,1.7,0.6,0.3375,2.7,965.5,964.525,963.9,96.3,94.2375,92,-0.3,-2.2125,-4.1,1.8,1.1875,0.9,37.1,"1",26.8666666666667
"1290","Ljubljana",4,0.5,2.4,1.6875,1,5,3.5875,2.2,0,0,979,978.575,978.2,74.4,73.1875,72.5,-11.5,-11.9625,-12.6,-3.7,-4.1,-4.4,71.9,"1",51.4
"1293","Ljubljana",8,1,2.1,0.975,0.3,4.2,2.4125,0.9,0,0,988.1,987.7125,987.3,93.1,91.55,88.3,-3.5,-4.25,-5.1,1.5,1.3625,1.3,74.5,"1",57.6
"1295","Ljubljana",11,1.375,4.5,2.3375,0.7,9.2,5.4625,2.1,0,0,984.6,982.0875,979.5,90.2,81.0875,74.1,6,1.8,-0.2,5.1,2.8875,-0.1,54.8,"1",58.1833333333333
"1297","Ljubljana",1,0.125,0.9,0.6,0.3,2.3,1.5875,1.2,2.075,16,963.3,959.4125,956.3,96.3,95.2375,94,0.3,0.2125,0,5.3,4.75,4,53.15,"2",49.4666666666667
"1298","Ljubljana",9.4,1.175,2.2,1.3375,0.3,4.2,3.0375,1.4,0,0,971.8,967.5,965.7,95,90.8875,82.1,-7.2,-7.6875,-8.5,2.1,1.225,0.7,75.25,"2",45.4666666666667
"1299","Ljubljana",18,2.25,0.8,0.475,0.2,1.6,1.2,0.9,0,0,981.3,980.475,979.9,92.1,91.075,89.6,-7.5,-8.4,-9,-0.5,-0.9625,-1.2,63.45,"2",52.2833333333333
"1305","Ljubljana",25,3.125,1.2,0.825,0.5,2.5,1.85,1.1,0,0.3,977.1,976.2,975.6,92.9,91.9625,90.4,-11.9,-12.3625,-12.8,-5.2,-5.9875,-6.7,45.95,"2",58.45
"1307","Ljubljana",20.1,2.5125,1.4,1.075,0.7,2.8,2.15,1.6,0.0125,0.1,977.3,976.1375,975.3,90.5,88.95,87.9,-7.2,-7.575,-8.1,-1.1,-1.3375,-1.6,33.9,"2",60.25
"1309","Ljubljana",8,1,0.9,0.575,0.2,1.6,1.325,0.8,0,0,982.5,981.7125,981.1,91.7,89.7375,87.7,-4.9,-5.4625,-5.8,0.9,0.85,0.7,50.9,"2",50.45
"1316","Ljubljana",30.1,3.7625,2.8,1.825,0.6,5.1,3.7875,2.1,0.5875,7.1,976.2,974.7375,973.7,90.5,85.9625,77.3,-12.6,-12.875,-13,-3.2,-3.475,-3.7,75.7,"2",69.9333333333333
"1317","Ljubljana",31.2,3.9,1.3,0.8,0.2,2.3,1.6125,0.8,1.125,6.5,969.9,969.1625,968.5,91.9,88.5625,82.5,-10,-10.225,-10.5,-2.6,-2.9375,-3.2,75.6,"2",67.8833333333333
"1320","Ljubljana",35,4.5,1.2,0.7,0.3,2.1,1.575,0.9,0.025,0.5,985.2,984.4375,983.8,97.3,96.3,95,-3.4,-4.0375,-5.3,0.1,-0.3625,-0.8,17.65,"2",59.0166666666667
"1322","Ljubljana",16,2.5,2.8,1.7125,0.6,5.7,3.6375,1.4,0.2,1.6,960.8,959.7,958.8,87.3,82.075,74.7,-3.4,-5.0625,-6.6,5.2,4.6875,3.6,90.95,"3",30.6833333333333
"1325","Ljubljana",107,14.375,2,0.725,0.3,5.3,2.25,1,0,0.3,982.9,981.6875,981,66.7,62.2125,57.7,-9.2,-9.5625,-10.5,1.7,0.55,-0.2,90.5,"3",94.0333333333333
"1327","Ljubljana",216,34.125,4.2,1.4,0.7,7.6,3.4875,1.8,0.1,0.5,962.9,959.8625,958,96.4,93.9875,89.1,-4.2,-4.7125,-5.5,3.8,2.575,2,95,"3",74.75
"1329","Ljubljana",64,9.5,1.9,1.3125,0.3,3.8,2.725,1.1,0.125,1,973.2,972.1,971.5,91.9,86.9,80.4,-3.2,-4.4125,-4.9,6.2,5.6875,5.3,99.4,"3",72.3
"1332","Ljubljana",25,3.5,1.9,1.575,1.3,3.8,3.1625,2.7,0.0875,0.4,981.2,980.7625,980.4,93,89.2875,84,-4.4,-4.875,-5.4,0.2,-0.0375,-0.2,87.7,"3",98.6
"1334","Ljubljana",76.7,13.5875,1.1,0.75,0.3,2.5,1.9375,1.3,0.075,0.6,969.9,969.1875,968.9,89.7,85.0875,77.5,-9.1,-9.6,-10.2,-1.5,-2.275,-2.8,102.1,"3",88.9166666666667
"1340","Ljubljana",40,6.125,2.4,2.0125,1.5,4.6,4.125,3.5,0.125,0.4,973.2,971.9125,971.1,89.3,87.3125,84.5,-6.1,-6.625,-7.2,3.1,2.4125,2,91.7,"4",62.4
"1344","Ljubljana",26,4.75,2.5,1.575,0.7,5,3.7375,1.8,0,0.3,976.3,974.825,974.1,85.6,78.7625,72.9,1.8,0.9875,0.4,11.1,10.625,10.2,101.55,"4",94.7666666666667
"1348","Ljubljana",171,36.375,1.3,0.725,0,3,1.8375,0.5,0,0,989,988.4375,988.1,58.5,52.175,48.1,4.2,2.95,2.2,14.2,12.9875,11.5,108.65,"4",110.983333333333
"1350","Ljubljana",366,72.5,0.7,0.375,0.1,1.7,1.1875,0.5,0,0,987.3,987.075,986.8,85.6,78.4875,68.1,7,6.9375,6.8,14.8,12.025,10.1,130.8,"4",114.15
"1358","Ljubljana",362,82.875,0.9,0.4625,0.1,1.9,1.375,0.6,0,0,986.5,985.4,984.3,84.4,75.5625,62.5,9.2,7.95,6.9,15,11.55,9.8,125.15,"4",121.083333333333
"1360","Ljubljana",145,31.375,1.6,1.0375,0.6,5.3,2.7625,1.6,0,0,976.9,974.55,973.4,90.3,85.6,78.2,5.1,4.7375,4.3,16,14.4,13.7,94.5,"4",123.483333333333
"1364","Ljubljana",147,29.375,4.1,1.6625,0.3,7.9,4.05,1.8,0,0,982.2,981.3375,980.7,69.9,65.7125,57.6,10.3,9.7625,8.9,18.8,17.875,16.9,78,"5",109.866666666667
"1368","Ljubljana",112,18,1.3,0.5375,0.1,2.9,1.65,1,0.925,6.3,984.4,983.65,983.1,95.7,94.85,93,7,6.125,5.5,14.1,13.2375,13,56.2,"5",91.3
"1369","Ljubljana",200,44.75,1.9,1.125,0.5,4.4,2.8375,1.6,0.05,0.4,980.2,979.5375,979.1,96.6,94.825,90.1,7.8,6.7,6.3,15.7,14.25,13.8,64.4,"5",76.2666666666667
"1370","Ljubljana",142,27,0.8,0.5125,0.1,2.4,1.7375,1.2,0,0,981.6,980.4375,979.9,95.8,94.4,92.3,9.6,6.4625,5.5,14.1,13.4875,13.2,97.25,"5",67.5833333333333
"1372","Ljubljana",501,116.5,0.9,0.375,0.1,2.6,1.45,0.7,0,0.2,979.7,978.7125,978.3,96.1,89.775,75.3,9.1,7.9,7.1,17.9,14.425,12.6,82.1,"5",90.3666666666667
"1374","Ljubljana",250,58.5,1.3,0.4875,0,3,1.7,1,0.0125,0.1,978,977.325,976.9,96.2,92.4375,80,3.7,3.05,2.6,13.1,12,11.5,73.9,"5",81.85
"1375","Ljubljana",355,76.125,2,1.1875,0.2,5.1,2.7625,1.1,0,0,981.7,980.3875,979.5,91.7,87.4125,76.4,2.4,1.2875,0.6,13.2,10.8625,9.9,103.7,"5",70
"1378","Ljubljana",120,33.25,1,0.675,0.4,2.1,1.7375,1.1,0,0,973,972.0125,971.3,87.6,83.3375,79.1,6.5,5.6,4.9,13.6,12.4,11.5,59.25,"5",110.983333333333
"1384","Ljubljana",510,109.75,1.6,0.95,0.2,3,2.2375,1,0,0,974.9,973.9125,973.4,87.4,79.9875,68.6,5.4,2.5125,1.3,13.7,10.15,8.6,114.75,"5",100.85
"1385","Ljubljana",228.9,53.7,3.9,2.825,1.4,9.1,6.1625,3,0,0,970.5,969.65,969,87.9,73.0375,61.6,3.6,2.7,1.8,13.3,12.775,12,79.75,"5",108.033333333333
"1386","Ljubljana",63,13.125,2.4,1.8125,1.4,4.9,3.8,2.9,1.2625,10.3,972.1,971.35,970.4,93.5,82.2,62.1,1.3,-0.2125,-1,11.7,9.225,7.5,76.75,"5",99.3
"1388","Ljubljana",455,82.25,3.1,1.45,0.3,6,3.125,1.7,0.1875,0.6,975.3,973.5,972.5,95.4,91.35,79.5,0.9,-0.5,-1,8.6,8.35,7.8,93.1,"5",77.45
"1389","Ljubljana",253,56.25,1.3,0.7875,0.2,2.8,1.8875,1.1,0,0,975.7,975.1,974.6,94.2,91.2875,84.4,0.9,0.6,0,10.7,9.2375,8.7,119.15,"5",81.9
"1390","Ljubljana",304,78.875,2.9,1.4,0.4,5.7,3.6375,1.4,0,0,976.3,975.4375,974.7,75.5,72.0875,65.8,2.8,2.5,2.3,15.8,13.5875,12.5,105.8,"5",96.0333333333333
"1396","Ljubljana",541,138.375,1.2,0.625,0.1,3.3,1.8875,0.7,0,0,981.1,980.325,979.8,87.3,72.1875,59.6,5,3.3875,2.6,16.3,12.575,9.9,85.8,"6",74.9333333333333
"1397","Ljubljana",349,86.625,1.4,0.8625,0.5,3.8,2.275,1.6,0,0,981.4,980.4,979.9,90.4,82.2625,70.8,6.9,5.1375,2.8,15.6,13.55,12.3,79.8,"6",83.6666666666667
"1398","Ljubljana",445,86.375,1,0.675,0.3,2.2,1.7375,1,0,0,982.2,981.3875,980.8,93.2,88.975,79,7.6,6.0625,5.3,16.2,14.2125,13.4,82.05,"6",82.3666666666667
"1399","Ljubljana",260,61.875,1.1,0.7875,0.5,2.2,1.8125,1.5,0.0375,0.3,984.6,984.1875,983.7,91.4,89.7,83.9,8,6.225,5.6,15.3,13.7625,12.9,101.95,"6",82.55
"1403","Ljubljana",320,62.5,2.4,1.2375,0.6,6.7,2.9875,1.4,0.425,2.7,975.7,975.1,974.7,95,91.4375,81,7.2,6.5,6,17,15.0375,14.4,108.75,"6",104.233333333333
"1407","Ljubljana",397,119.75,1.1,0.5375,0.3,2.2,1.425,0.7,0,0,983.2,982.5875,982.3,90.6,81.9625,66.4,13.7,11.1625,9.6,19.1,15.55,13.5,119.5,"6",105.166666666667
"1409","Ljubljana",482,121.5,0.8,0.5875,0.3,2.4,1.7,1.1,0,0,983.3,982.5375,981.8,85.4,78.4875,68.2,14.5,11.9,11.1,22.3,19.275,17.5,152.05,"6",125
"1410","Ljubljana",486,122.875,0.8,0.475,0.2,2.6,1.425,0.7,0,0,983.7,983.4125,983,90,82.4125,68.3,17,13.6,12.4,23.8,20.15,18.5,151.85,"6",137.883333333333
"1422","Ljubljana",402,111.75,2.1,1.1625,0.4,3.8,2.5375,1.4,0,0,986.9,986.0125,985.4,92.7,83.5625,64.3,8,6.4125,5.3,18.4,16.2625,15.3,109.2,"7",96.4166666666667
"1426","Ljubljana",424,93.125,1.1,0.5625,0.2,2.1,1.4375,0.7,0,0,988.2,987.4,986.8,88.5,81.4875,69.3,13.3,11.3,10.5,21.5,18.2875,16.7,96.2,"7",127.183333333333
"1429","Ljubljana",498.9,117.075,1.2,0.7625,0.3,4.7,2.275,1,0,0,990.7,990.2875,989.9,91.3,84.5,69.5,12.2,11.25,10.9,22.7,19.5875,18.3,99.95,"7",106.616666666667
"1440","Ljubljana",418,83.875,0.8,0.5,0.2,1.8,1.275,0.8,0,0,985.1,984.9125,984.7,84.2,78.675,67.3,14.2,10.9875,9.7,21,17.5875,16,121.7,"7",119.566666666667
"1445","Ljubljana",384,75.75,1.2,0.7375,0.4,2.2,1.7875,1.3,0,0,981,980.65,980.3,90.3,86.4875,75.9,15.7,14.6375,14.1,21,18.375,17,118.7,"7",120.55
"1451","Ljubljana",464,100.5,2.2,1.3625,0.8,4.1,3.025,2,0.025,0.2,983.8,982.0375,980.7,92.4,87.25,72.9,11.5,9.7625,9.1,20.4,17.6375,16.5,99.15,"7",155.366666666667
"1453","Ljubljana",446,103,0.9,0.6375,0.4,2.5,1.5875,1.1,0,0,986.3,985.775,985.2,83.2,74.1125,61.2,14.1,11.9,11,22.5,18.8625,16.5,113.75,"8",110.816666666667
"1454","Ljubljana",437,99.5,0.7,0.525,0.3,1.8,1.3375,1,0,0,985.2,984.9625,984.6,84,75.3125,61.8,17.6,15.4625,14.5,23.6,19.9,17.8,148.75,"8",104.45
"1455","Ljubljana",449,102.5,1.1,0.9,0.5,2.3,1.925,1.3,0,0,982.5,982.325,982.1,80.5,70.8625,58,20.9,19.475,18.8,24.5,20.8,18.4,156.15,"8",120.983333333333
"1459","Ljubljana",401,87.25,1,0.6125,0.3,2.3,1.475,1.1,0,0,980.6,980.0125,979.5,75,68.9875,56.7,20.1,17.7875,16.7,25.4,21.8,20,182.15,"8",155.316666666667
"1461","Ljubljana",398,81,1.3,0.85,0.4,2.6,1.9875,1.1,0,0,980.1,979.55,979.1,60.1,54.6875,45.9,21.2,19,17.5,26,22.7125,20.7,156.2,"8",166.616666666667
"1462","Ljubljana",408,88.125,1,0.6875,0.4,2.6,1.575,1,0,0,984.4,983.8,983.4,80.8,73.15,64.4,13.8,10.25,9.1,20.2,17.25,15.3,132.2,"8",161.566666666667
"1463","Ljubljana",392,84,0.9,0.725,0.3,2.3,1.65,1,0,0,980.9,980.3875,979.9,81.1,72.575,62.9,15.7,13.2625,12.2,20.9,18.1375,16.1,147.95,"8",144.916666666667
"1464","Ljubljana",53.9,12.7125,2.3,1.55,1.1,5.6,3.8375,2.5,1.8375,14.7,986.2,985.025,983.6,91.9,85.05,75.5,10,8.5875,7.6,19.5,17.65,16.5,76.05,"8",145.45
"1466","Ljubljana",407,86.625,0.9,0.5625,0.3,2,1.55,1.1,0,0,988,987.7125,987.5,91.2,81.65,68.5,10.8,7.375,6.4,17.3,13.925,11.9,117.2,"8",108.516666666667
"1468","Ljubljana",389,81,0.9,0.5625,0.3,1.8,1.3125,1,0,0,984.4,983.8125,983.4,86.5,81.125,70.1,15.5,12.9875,11.8,19,16.2375,14.7,147.1,"8",115.433333333333
"1469","Ljubljana",386,80.5,0.9,0.6125,0.3,1.8,1.4125,0.9,0,0,982.9,982.6,982.4,84.8,78.75,68.3,15.9,12.95,11.5,20.5,17.6625,16.2,159.3,"8",130.616666666667
"1470","Ljubljana",32,6.875,5.9,4.2875,2.2,11.9,8.975,5.3,0,0,985.6,983.2625,981.5,61.1,49.4375,45.9,10.4,9.675,8.4,21.1,19.975,17.9,105.7,"8",144.65
"1475","Ljubljana",119,22.375,2,0.9375,0.2,4.3,2.6,1.3,0.9125,7.2,977.6,976.725,976,96.9,95.2,90.6,8.4,7.3375,6.7,17.1,16.4125,15.9,63.85,"8",122.983333333333
"1479","Ljubljana",222,37.875,0.9,0.575,0.1,2.5,1.55,0.9,0,0,987.1,986.875,986.7,97.5,95.3625,92.1,8.3,6.575,5.6,13.6,12.7375,12,106.1,"8",78.85
"1480","Ljubljana",345,67.375,0.9,0.6,0.2,2.1,1.4625,0.7,0,0,986.4,986.275,986,91.9,87.525,76.4,9.7,8.3875,7.8,15.4,13.3,12,117.25,"8",82.65
"1483","Ljubljana",255,53.625,1.3,0.575,0.3,2.6,1.65,1,0,0,989.3,988.75,988.4,97.4,93.5125,90,10.8,9.4,8.1,14.4,13.2375,12.3,80.45,"9",100.45
"1490","Ljubljana",152,28.875,2,1.25,0.4,4.2,2.9125,1.4,0.0125,0.1,981.1,980.85,980.6,96.7,94.2125,91.1,4.2,2.7,2,11.2,10.6875,10,71.7,"9",101.616666666667
"1492","Ljubljana",103,17.625,0.9,0.5,0.3,2.1,1.4625,1,0,0,985.1,984.275,984,99.3,97.5,94.6,5.6,4.725,4.2,10.1,9.325,9,121.8,"9",65.45
"1500","Ljubljana",256,40.375,1.5,0.7125,0.3,2.6,1.6625,1.1,0,0,993,992.1875,991.8,98.3,92.85,86.7,4.6,4.1125,3.6,13.1,11.3625,10.1,80.65,"9",73.65
"1501","Ljubljana",83,14.625,1,0.5875,0.2,2,1.475,0.8,0,0,989.4,988.6,988.2,98.7,96.0375,92.6,9.2,7.4875,6.6,10.9,9.7,8.9,83.7,"9",78.1666666666667
"1502","Ljubljana",61,10.5,1.3,0.6,0.2,2.5,1.5,1,0,0,983.2,982.4625,982.2,99.7,98.7125,96.6,11.6,10.925,10.4,12.1,11.325,11.1,107.75,"9",80.8333333333333
"1503","Ljubljana",131,23.25,1.1,0.6875,0.3,2.2,1.675,0.9,0,0,980.2,979.1875,978.6,98.2,95.425,92.8,12.1,10.7125,9.3,13.9,13.125,12.1,116.05,"9",90.7
"1504","Ljubljana",234,39.75,2.1,0.975,0.5,4,2.2375,1.4,0,0,979.5,979.2375,978.9,94.4,87.2,79.2,8.2,7.8125,7.3,15.7,13.8125,12,103.95,"9",102.5
"1505","Ljubljana",26,3.75,1.8,0.975,0.3,3.8,2.1375,1.1,0.0125,0.1,981.9,981.075,980.8,92.3,89.775,87.9,9.2,8.8875,8.2,15.7,15.6125,15.5,39.1,"9",109.25
"1509","Ljubljana",129,19.125,1.1,0.6875,0.2,2.5,1.6125,0.8,0,0,975.7,975.325,975,99.3,96.4,94.1,3.7,2.45,1.6,9.2,8.6375,7.6,65.85,"10",53.2
"1515","Ljubljana",74,10.375,1.2,0.425,0.1,2.8,1.3125,0.6,0.025,0.2,990.9,990.2,989.8,91.9,89.0375,85.1,6.6,6.3375,5.8,12,11.6125,11.4,61.75,"10",56.9833333333333
"1516","Ljubljana",54,9.625,1.1,0.65,0.1,2.3,1.75,1,0,0,991.5,990.975,990.5,91.5,88.75,86.7,7,5.3625,4.1,12.5,12.1125,11.6,84.9,"10",50.6
"1523","Ljubljana",118,17.625,0.9,0.5875,0.2,2.5,1.65,0.9,0,0,984.1,983.1375,982.7,99.7,99.15,98,4.2,3.65,3.4,9.1,8.1,7.4,74.75,"10",44.5833333333333
"1525","Ljubljana",84,14.75,1.2,0.7125,0.4,3,1.875,1.2,0,0,982,980.625,979.3,94.7,90.5375,85.6,5.6,3.4375,1.9,6.6,4.725,3.5,49.3,"10",55.7666666666667
"1527","Ljubljana",46,6.875,0.6,0.2625,0.1,1.1,0.8375,0.6,0,0,988.8,987.625,987,99.3,97.9125,96.6,4.8,3.45,2.2,6.7,5.8375,5.1,91.05,"10",54.8666666666667
"1530","Ljubljana",18,2.875,2.8,2.0125,1.5,5.7,4.3,3.4,0,0,987.3,986.575,986.2,86.8,85.6125,84.2,7.9,7.3,7.1,16.5,16.35,16.1,61.65,"10",78.2833333333333
"1531","Ljubljana",33,5.125,3.1,2.5625,2,6.2,5.25,3.5,0,0,984.8,984.3625,984,89,85.85,84,8,7.8875,7.7,17.1,16.525,15.9,61.5,"10",68.4833333333333
"1532","Ljubljana",9,1.25,0.5,0.3375,0.2,1.2,1.1125,1,0,0,985.9,985.05,984.7,97.2,95.25,92.5,8.1,7.875,7.3,14.3,13.8,13.2,8.7,"10",60.2166666666667
"1533","Ljubljana",50,6.875,0.7,0.5,0.3,1.9,1.5625,1.3,0,0,987.4,987.0125,986.7,99.9,99.7125,99.1,7.4,7.1625,6.9,14.7,13.8,13,70.9,"10",43.95
"1540","Ljubljana",50,6.75,0.9,0.525,0.3,2,1.4625,0.9,0,0,989.3,988.75,988.4,93.4,85.225,70.8,5.4,3.5125,3,11.6,8.4125,6.1,51.45,"11",60.8166666666667
"1544","Ljubljana",21,2.625,1.6,0.775,0.3,3.1,1.6875,1,0,0,991.3,990.5375,989.9,92.5,88.425,84.4,1.1,-0.8,-2.7,7.2,6.45,5.1,50.15,"11",50.9666666666667
"1547","Ljubljana",18,2.25,4.2,3.825,3.3,8.4,7.65,6.8,0,0,989.1,988.0375,987.5,45.6,42.2125,40.6,-9.1,-10.0875,-10.9,1.9,1.625,1.2,57.9,"11",49.5333333333333
"1552","Ljubljana",14,1.75,1.6,1.125,0.7,3.3,2.425,1.6,0,0,994.3,992.7875,991.5,88.6,86.9125,85.2,-1.7,-2.575,-3.4,-1.2,-1.875,-2.4,56.5,"12",41.1833333333333
"1554","Ljubljana",5,0.625,0.6,0.2625,0.1,1.4,1.2375,0.8,0,0,994.5,992.875,991.7,96,94.575,92.8,4.8,4.1625,3.4,-2.9,-3.7,-4.4,7.45,"12",54.5833333333333
"1555","Ljubljana",7,0.875,0.9,0.6875,0.5,2.5,1.8875,1.4,0,0,992.4,989.9625,987.6,97.5,95.975,94.1,4.1,2.1125,0.1,-2.9,-3.8625,-4.8,6.5,"12",37.95
"1556","Ljubljana",11,1.375,1.1,0.775,0.5,2.8,2.1875,1.4,0,0,977.8,976.45,975.5,95.9,94.4125,93.2,-0.6,-2.025,-3.5,-1.9,-3.125,-3.6,10.6,"12",21.2833333333333
"1563","Ljubljana",2,0.25,0.9,0.6625,0.3,2.4,1.825,1.2,0,0,994.1,992.675,991.9,98.6,98.175,97.8,3.8,2.8625,1.7,0.3,0.025,-0.3,6.75,"12",14.7
"1564","Ljubljana",2,0.25,1.1,0.9,0.5,2.6,2.075,1.8,0.0125,0.1,991.9,990.9875,990.5,98.5,98.0125,97.6,2.1,1.3875,1,-1,-1.175,-1.4,6.25,"12",12.7166666666667
"1565","Ljubljana",1,0.125,1.5,0.85,0.5,2.9,2.225,1.7,0,0,999.4,998.1,997.4,93.4,92.15,91.2,-0.9,-2.475,-3.6,-0.9,-1.15,-1.4,9.3,"12",7.21666666666667
"1566","Ljubljana",2,0.25,1.2,0.8875,0.6,2.4,2.0625,1.7,0,0,1000.7,1000.175,999.9,97.7,96.9125,96.3,2.7,1.9375,1.6,-1.8,-2.3125,-2.6,6.4,"12",7.43333333333333
"1569","Ljubljana",2,0.25,0.8,0.625,0.3,2.4,2.0625,1.4,0,0,989.6,988.4625,987.6,93.4,92.1625,89.7,2,-1.7875,-3.8,-3.7,-3.8625,-4.1,5.75,"12",5.41666666666667
"1571","Ljubljana",0,0,0.9,0.575,0.3,2.4,1.65,1,0.0375,0.4,999.9,998.6625,997.3,96,92.475,87.7,0.1,-0.2625,-0.7,4.8,4.4375,4.1,3.85,"12",5.2
"1582","Ljubljana",1,0.125,1.8,0.5,0.1,2.6,1.6125,1,0,0,984.9,984.3375,984.1,93,91.325,89.4,-1.5,-2.3625,-3.5,4.3,4.15,4.1,27.8,"1",44.9833333333333
"1593","Ljubljana",2,0.25,1.3,0.775,0.2,2.9,2.2625,1.7,0,0,986.1,985.25,984.6,89.2,86.925,84.7,1.9,1.1625,0.4,6.1,5.35,4.7,53.35,"1",46.3833333333333
"1597","Ljubljana",0,0,2.9,1.225,0.3,4.9,2.9,1.1,0.05,0.5,977.4,976.8,976,91,88.35,85.5,-1.3,-1.7875,-2.4,6.7,6.6,6.5,58.6,"1",44.65
"1598","Ljubljana",1,0.125,1.1,0.725,0.1,3,2.15,1.4,0.1125,0.8,975.9,975.5875,975.4,96.7,95.7875,94.5,1,0.7,0.5,7.6,7.2375,6.9,40.05,"1",43.9666666666667
"1601","Ljubljana",1,0.125,0.9,0.5125,0.1,2.6,1.9375,1.4,0,1.4,980.5,979.4625,978.9,95.6,93.7375,92.6,-1.4,-1.775,-2.3,5.5,4.9375,4.3,0.6,"1",40.75
"1604","Ljubljana",6,0.75,1.9,1.25,0.8,3.6,2.625,1.9,0,0,977.4,975.5,974.5,78.7,76.2,72.9,-7.6,-9.075,-9.9,-0.6,-1.4,-1.9,62.2,"1",18.0333333333333
"1606","Ljubljana",4,0.5,1.5,1,0.6,3.8,2.4875,1.4,0.025,0.9,968.1,967.8625,967.6,86.1,82.6125,80,-7,-7.6125,-8.3,-2.2,-2.6,-2.8,59.05,"1",52.8833333333333
"1609","Ljubljana",2,0.25,0.7,0.4125,0.2,1.6,1.4375,1.3,0.075,0.7,981.1,980.625,980.2,91.5,90.325,89.3,-0.4,-0.6375,-1.3,-0.3,-0.5625,-0.7,43.4,"1",55.9833333333333
"1611","Ljubljana",2.9,0.3625,1.2,0.6375,0.2,2.3,1.6,1.2,0.275,2.7,979.7,979.125,978.9,92.6,90.575,88.8,0.4,0.175,0,-0.9,-1.1875,-1.4,50.25,"2",45.85
"1612","Ljubljana",11.8,1.475,0.4,0.25,0.1,2.4,1.3875,0.6,0.075,0.1,985.4,984.6125,984.1,94.1,91.725,89.7,-0.4,-0.7,-1.1,-0.1,-0.25,-0.3,52.15,"2",45.1666666666667
